iccs,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS0401,NR,DE	44666 	45475 	47234 	48711 	48021 	48166 	49317 	49913 
ICCS0401,NR,DK	2034 	2322 	3200 	3003 	3241 	3372 	4004 	3400 
ICCS0401,NR,EE	337 	360 	476 	457 	525 	599 	726 	909 
ICCS0401,NR,EL	4316 	3800 	4919 	5992 	6636 	6079 	4715 	3293 
ICCS0401,NR,ES	64581 	70855 	86034 	96607 	87718 	84411 	65159 	71421 
ICCS0401,NR,FI	1550 	1689 	1524 	1616 	1622 	1508 	1640 	1696 
ICCS0401,NR,FR	104913 	114093 	124657 	123814 	120966 	121038 	112765 	106633 
ICCS0401,NR,HR	1311 	1268 	1523 	1588 	1382 	1245 	1411 	1259 
ICCS0401,NR,HU	1443 	1954 	2298 	3036 	3203 	3396 	3159 	3128 
ICCS0401,NR,IE	2575 	2647 	2806 	2817 	2931 	3196 	2491 	2299 
ICCS0401,NR,IS	53 	51 	49 	50 	42 	42 	60 	43 
ICCS0401,NR,IT	35068 	58345 	63770 	62641 	58206 	47996 	50732 	64535 
ICCS0401,NR,LI	3 	1 	1 	5 	1 	2 	2 	1 
ICCS0401,NR,LT	1590 	1688 	1866 	1923 	2502 	2727 	3363 	3452 
ICCS0401,NR,LU	554 	615 	582 	527 	398 	377 	418 	326 
ICCS0401,NR,LV	779 	809 	917 	943 	1047 	1072 	1516 	1441 
ICCS0401,NR,ME	156 	188 	161 	117 	144 	3 	7 	6 
ICCS0401,NR,MK	: 	305 	468 	469 	513 	604 	597 	458 
ICCS0401,NR,MT	242 	190 	207 	257 	219 	196 	202 	147 
ICCS0401,NR,NL	9615 	10320 	13120 	14765 	15390 	16125 	16265 	13175 
ICCS0401,NR,NO	: 	1063 	1667 	1484 	1623 	1687 	1776 	1598 
ICCS0401,NR,PL	8139 	10104 	13561 	16685 	17729 	19359 	19267 	21085 
ICCS0401,NR,PT	15472 	15594 	16590 	18514 	20372 	20442 	20472 	20854 
ICCS0401,NR,RO	3358 	6418 	2933 	3193 	2251 	2484 	2541 	2464 
ICCS0401,NR,RS	3030 	3232 	3836 	3791 	3548 	3620 	4593 	4082 
ICCS0401,NR,SE	8461 	8364 	8361 	9213 	9719 	9219 	9570 	8909 
ICCS0401,NR,SI	232 	297 	377 	391 	403 	463 	481 	386 
ICCS0401,NR,SK	539 	680 	836 	974 	851 	1188 	1358 	1371 
ICCS0401,NR,TR	: 	: 	: 	10303 	9662 	8581 	8698 	: 
ICCS0401,NR,UKC-L	50904 	50245 	57828 	65155 	74688 	76189 	75105 	80130 
ICCS0401,NR,UKM	: 	1497 	1499 	1832 	2244 	2557 	2496 	2963 
ICCS0401,NR,UKN	810 	906 	969 	1040 	1269 	1349 	1315 	1149 
ICCS0401,NR,XK	315 	429 	552 	527 	629 	566 	586 	421 
ICCS0401,P_HTHAB,AL	: 	: 	: 	: 	9.46 	: 	5.31 	4.54 
ICCS0401,P_HTHAB,AT	39.83 	40.92 	44.22 	48.67 	48.55 	51.61 	54.91 	57.61 
ICCS0401,P_HTHAB,BA	: 	: 	: 	26.31 	25.37 	: 	: 	19.41 
ICCS0401,P_HTHAB,BE	196.68 	195.92 	204.98 	230.81 	248.54 	220.08 	219.30 	214.47 
ICCS0401,P_HTHAB,BG	27.02 	32.10 	40.87 	40.33 	42.20 	50.35 	48.16 	38.15 
ICCS0401,P_HTHAB,CH	39.80 	49.23 	67.47 	76.38 	66.53 	56.59 	65.27 	55.57 
ICCS0401,P_HTHAB,CY	10.98 	12.12 	17.21 	20.07 	16.31 	19.04 	17.82 	9.15 
ICCS0401,P_HTHAB,CZ	19.19 	24.23 	29.01 	32.52 	37.01 	38.41 	44.96 	44.87 
ICCS0401,P_HTHAB,DE	55.01 	56.30 	58.66 	60.64 	59.86 	58.88 	60.14 	60.71 
ICCS0401,P_HTHAB,DK	35.94 	41.26 	57.12 	53.81 	58.28 	60.92 	72.65 	62.09 
ICCS0401,P_HTHAB,EE	25.63 	27.36 	36.06 	34.48 	39.48 	44.93 	54.35 	67.91 
ICCS0401,P_HTHAB,EL	39.75 	34.78 	44.70 	54.05 	59.66 	54.67 	42.50 	29.45 
ICCS0401,P_HTHAB,ES	139.03 	152.34 	184.12 	206.34 	187.97 	181.58 	140.92 	156.39 
ICCS0401,P_HTHAB,FI	28.33 	30.98 	28.08 	29.92 	30.18 	28.18 	30.79 	32.00 
ICCS0401,P_HTHAB,FR	157.79 	173.02 	190.02 	189.67 	186.16 	187.19 	175.24 	166.60 
ICCS0401,P_HTHAB,HR	31.03 	29.86 	35.73 	37.14 	32.22 	28.93 	32.74 	29.20 
ICCS0401,P_HTHAB,HU	14.64 	19.78 	23.19 	30.57 	32.08 	33.91 	31.49 	31.14 
ICCS0401,P_HTHAB,IE	55.63 	57.47 	61.12 	61.47 	64.12 	70.25 	55.09 	51.57 
ICCS0401,P_HTHAB,IS	16.10 	15.66 	15.22 	15.65 	13.19 	13.22 	18.79 	13.63 
ICCS0401,P_HTHAB,IT	57.68 	95.99 	106.84 	105.47 	98.05 	81.09 	85.99 	110.03 
ICCS0401,P_HTHAB,LI	8.03 	2.69 	2.71 	13.71 	2.77 	5.57 	5.62 	2.83 
ICCS0401,P_HTHAB,LT	54.43 	57.35 	62.79 	64.02 	81.96 	86.79 	105.63 	107.45 
ICCS0401,P_HTHAB,LU	98.41 	111.88 	108.37 	100.41 	77.76 	75.09 	84.70 	67.38 
ICCS0401,P_HTHAB,LV	39.22 	40.42 	45.31 	46.12 	50.47 	50.55 	70.09 	65.74 
ICCS0401,P_HTHAB,ME	25.08 	30.25 	25.93 	18.86 	23.23 	0.48 	1.13 	0.97 
ICCS0401,P_HTHAB,MK	: 	14.76 	22.69 	22.77 	24.94 	29.42 	29.14 	22.39 
ICCS0401,P_HTHAB,MT	56.37 	44.67 	49.13 	61.55 	52.77 	47.34 	49.16 	36.04 
ICCS0401,P_HTHAB,NL	56.89 	61.32 	78.19 	88.25 	92.40 	97.29 	98.66 	80.31 
ICCS0401,P_HTHAB,NO	: 	20.81 	33.00 	29.76 	32.99 	34.72 	37.01 	33.73 
ICCS0401,P_HTHAB,PL	21.42 	26.58 	35.63 	43.83 	46.58 	50.91 	50.52 	55.32 
ICCS0401,P_HTHAB,PT	149.13 	149.55 	158.19 	175.61 	192.68 	193.33 	193.81 	197.61 
ICCS0401,P_HTHAB,RO	16.90 	32.17 	14.65 	15.89 	10.51 	11.57 	12.43 	11.94 
ICCS0401,P_HTHAB,RS	42.59 	45.22 	53.41 	52.53 	48.93 	49.54 	62.62 	55.42 
ICCS0401,P_HTHAB,SE	86.80 	86.72 	87.50 	97.15 	103.22 	98.70 	103.39 	97.02 
ICCS0401,P_HTHAB,SI	11.25 	14.41 	18.31 	19.02 	19.66 	22.62 	23.67 	19.20 
ICCS0401,P_HTHAB,SK	9.94 	12.56 	15.45 	18.02 	15.78 	22.04 	25.23 	25.50 
ICCS0401,P_HTHAB,TR	: 	: 	: 	13.79 	13.11 	11.83 	12.16 	: 
ICCS0401,P_HTHAB,UKC-L	88.27 	87.88 	101.88 	115.58 	133.53 	137.37 	136.46 	146.72 
ICCS0401,P_HTHAB,UKM	: 	28.05 	28.18 	34.53 	42.50 	48.74 	47.84 	57.13 
ICCS0401,P_HTHAB,UKN	43.85 	49.31 	53.05 	57.18 	70.13 	74.99 	73.62 	64.90 
ICCS0401,P_HTHAB,XK	: 	: 	: 	: 	35.06 	25.63 	26.87 	19.55 
ICCS0501,NR,AL	231 	295 	365 	322 	265 	231 	169 	144 
ICCS0501,NR,AT	79152 	85487 	88703 	85238 	84277 	88508 	107407 	104296 
ICCS0501,NR,BA	2828 	10324 	11907 	13080 	14619 	3474 	12617 	3846 
ICCS0501,NR,BE	87691 	96419 	99934 	102451 	97620 	91395 	97121 	93363 
ICCS0501,NR,BG	12035 	15327 	17163 	16781 	20272 	24005 	23682 	19980 
ICCS0501,NR,CH	52569 	63706 	68730 	73714 	65172 	62243 	64268 	55688 
ICCS0501,NR,CY	1948 	2333 	2676 	2953 	3379 	3232 	2504 	2587 
ICCS0501,NR,CZ	34476 	49304 	62384 	55554 	59672 	58758 	54848 	53381 
ICCS0501,NR,DE	463929 	446073 	437520 	430211 	421243 	397341 	386647 	390367 
ICCS0501,NR,DK	63343 	69637 	78955 	80930 	91732 	96683 	106972 	93578 
ICCS0501,NR,EL	64789 	61366 	67645 	79557 	87142 	80854 	63928 	59027 
ICCS0501,NR,ES	197428 	222039 	167320 	162672 	169383 	200388 	191853 	174761 
ICCS0501,NR,FI	28121 	27609 	26765 	28765 	33032 	32102 	34218 	34799 
ICCS0501,NR,FR	381586 	379153 	385511 	364462 	345500 	327330 	320418 	307744 
ICCS0501,NR,HR	14968 	15302 	18483 	19219 	19237 	18452 	17080 	17471 
ICCS0501,NR,HU	28620 	29931 	37716 	46857 	45273 	44250 	37698 	43002 
ICCS0501,NR,IE	26253 	27635 	26218 	28133 	27695 	25420 	26910 	24682 
ICCS0501,NR,IS	1273 	1143 	1092 	1374 	1900 	2866 	3524 	2731 
ICCS0501,NR,LI	168 	222 	125 	140 	98 	102 	195 	107 
ICCS0501,NR,LU	3608 	4368 	3399 	3163 	3579 	2413 	2951 	2789 
ICCS0501,NR,LV	501 	612 	955 	977 	: 	1535 	2876 	2817 
ICCS0501,NR,ME	939 	951 	1181 	1383 	1234 	1381 	1673 	1633 
ICCS0501,NR,MK	: 	13108 	15109 	14985 	14465 	13399 	11500 	11627 
ICCS0501,NR,MT	1361 	1624 	1438 	1682 	1684 	1660 	1352 	1450 
ICCS0501,NR,NL	228135 	254330 	291295 	300025 	304045 	292585 	283785 	287645 
ICCS0501,NR,NO	: 	14890 	15740 	17391 	17983 	21298 	23676 	22014 
ICCS0501,NR,PL	94680 	106903 	118472 	127961 	135611 	140085 	135383 	124066 
ICCS0501,NR,PT	29386 	34612 	38390 	43843 	52086 	50650 	49317 	53751 
ICCS0501,NR,RO	29562 	51116 	19573 	19526 	16311 	14197 	11574 	10285 
ICCS0501,NR,RS	22502 	24584 	24729 	17606 	17430 	15177 	14201 	14040 
ICCS0501,NR,SE	90059 	88798 	85453 	88066 	94316 	92722 	95824 	94278 
ICCS0501,NR,SI	10251 	13603 	15370 	14106 	13696 	13430 	15510 	15310 
ICCS0501,NR,SK	6862 	9427 	11167 	11855 	12884 	14783 	15394 	15159 
ICCS0501,NR,TR	: 	: 	: 	119533 	100644 	94289 	85050 	: 
ICCS0501,NR,UKC-L	400361 	411434 	443212 	459795 	501048 	522683 	540645 	581584 
ICCS0501,NR,UKM	: 	20607 	22272 	21515 	24222 	25017 	23774 	25496 
ICCS0501,NR,UKN	9166 	8889 	9125 	9521 	11242 	11852 	12699 	12040 
ICCS0501,NR,XK	5681 	7336 	7655 	6989 	7604 	7019 	5893 	6155 
ICCS0501,P_HTHAB,AL	: 	: 	: 	: 	9.36 	: 	5.31 	4.54 
ICCS0501,P_HTHAB,AT	922.92 	1004.91 	1049.51 	1013.76 	1006.27 	1059.77 	1288.63 	1255.37 
ICCS0501,P_HTHAB,BA	: 	: 	: 	340.69 	380.39 	90.37 	328.23 	100.06 
ICCS0501,P_HTHAB,BE	780.36 	862.36 	895.33 	923.41 	887.40 	843.13 	903.19 	875.26 
ICCS0501,P_HTHAB,BG	167.10 	211.53 	235.61 	229.02 	275.08 	323.44 	317.15 	265.76 
ICCS0501,P_HTHAB,CH	638.15 	782.66 	854.95 	926.68 	828.09 	799.44 	834.45 	733.36 
ICCS0501,P_HTHAB,CY	229.99 	271.91 	309.05 	342.57 	402.38 	394.56 	314.21 	333.23 
ICCS0501,P_HTHAB,CZ	327.15 	469.01 	593.22 	528.81 	569.02 	561.63 	526.08 	516.09 
ICCS0501,P_HTHAB,DE	571.36 	552.29 	543.34 	535.57 	525.10 	485.73 	471.51 	474.80 
ICCS0501,P_HTHAB,DK	1119.19 	1237.50 	1409.25 	1450.22 	1649.67 	1746.84 	1940.90 	1708.94 
ICCS0501,P_HTHAB,EL	596.69 	561.61 	614.75 	717.61 	783.41 	727.15 	576.20 	527.86 
ICCS0501,P_HTHAB,ES	425.04 	477.38 	358.07 	347.45 	362.96 	431.07 	414.91 	382.67 
ICCS0501,P_HTHAB,FI	513.93 	506.47 	493.21 	532.56 	614.52 	599.88 	642.43 	656.52 
ICCS0501,P_HTHAB,FR	573.92 	574.98 	587.67 	558.33 	531.71 	506.24 	497.93 	480.80 
ICCS0501,P_HTHAB,HR	354.25 	360.32 	433.66 	449.46 	448.43 	428.83 	396.31 	405.17 
ICCS0501,P_HTHAB,HU	290.39 	303.03 	380.63 	471.78 	453.38 	441.87 	375.82 	428.08 
ICCS0501,P_HTHAB,IE	567.15 	600.04 	571.06 	613.89 	605.90 	558.75 	595.18 	553.69 
ICCS0501,P_HTHAB,IS	386.81 	350.97 	339.28 	429.95 	596.64 	902.31 	1103.43 	865.72 
ICCS0501,P_HTHAB,LI	449.61 	597.92 	339.32 	383.82 	271.10 	284.17 	547.92 	302.64 
ICCS0501,P_HTHAB,LU	640.90 	794.64 	632.91 	602.64 	699.24 	480.61 	597.97 	576.48 
ICCS0501,P_HTHAB,LV	25.23 	30.58 	47.19 	47.78 	: 	72.39 	132.97 	128.52 
ICCS0501,P_HTHAB,ME	150.94 	153.01 	190.21 	222.95 	199.08 	223.10 	271.08 	265.29 
ICCS0501,P_HTHAB,MK	: 	634.53 	732.63 	727.50 	703.11 	652.74 	561.35 	568.51 
ICCS0501,P_HTHAB,MT	317.00 	381.77 	341.27 	402.83 	405.79 	400.94 	329.01 	355.54 
ICCS0501,P_HTHAB,NL	1349.85 	1511.23 	1736.01 	1793.30 	1825.46 	1765.22 	1721.39 	1753.36 
ICCS0501,P_HTHAB,NO	: 	291.51 	311.60 	348.81 	365.49 	438.39 	493.33 	464.71 
ICCS0501,P_HTHAB,PL	249.12 	281.19 	311.26 	336.18 	356.28 	368.42 	355.00 	325.50 
ICCS0501,P_HTHAB,PT	283.24 	331.94 	366.06 	415.87 	492.65 	479.03 	466.88 	509.33 
ICCS0501,P_HTHAB,RO	148.77 	256.26 	97.77 	97.16 	76.17 	66.15 	56.62 	49.84 
ICCS0501,P_HTHAB,RS	316.29 	343.99 	344.34 	243.96 	240.36 	207.71 	193.61 	190.62 
ICCS0501,P_HTHAB,SE	923.93 	920.68 	894.24 	928.69 	1001.70 	992.67 	1035.22 	1026.67 
ICCS0501,P_HTHAB,SI	496.93 	659.99 	746.54 	686.26 	668.04 	656.09 	763.15 	761.59 
ICCS0501,P_HTHAB,SK	126.57 	174.06 	206.38 	219.36 	238.93 	274.25 	286.01 	281.97 
ICCS0501,P_HTHAB,TR	: 	: 	: 	159.97 	136.52 	129.94 	118.92 	: 
ICCS0501,P_HTHAB,UKC-L	694.21 	719.59 	780.87 	815.67 	895.81 	942.37 	982.29 	1064.87 
ICCS0501,P_HTHAB,UKM	: 	386.08 	418.64 	405.46 	458.70 	476.83 	455.71 	491.63 
ICCS0501,P_HTHAB,UKN	496.24 	483.81 	499.55 	523.44 	621.26 	658.80 	710.96 	680.09 
ICCS0501,P_HTHAB,XK	: 	: 	: 	: 	423.81 	317.87 	270.24 	285.86 
ICCS05012,NR,AL	1387 	1657 	1277 	1238 	979 	957 	757 	697 
ICCS05012,NR,AT	15516 	17110 	16548 	15479 	15616 	14646 	19718 	17180 
ICCS05012,NR,BA	1181 	: 	146 	: 	: 	: 	3673 	: 
ICCS05012,NR,BE	66374 	72675 	75481 	75640 	70037 	63598 	69456 	64061 
ICCS05012,NR,BG	4433 	5345 	6396 	6456 	6558 	8338 	7963 	6745 
ICCS05012,NR,CH	25396 	30773 	33332 	35801 	28485 	25074 	26101 	: 
ICCS05012,NR,CY	1362 	1625 	1785 	2010 	1961 	: 	: 	: 
ICCS05012,NR,CZ	6895 	8877 	11117 	9718 	9568 	10091 	9616 	9111 
ICCS05012,NR,DE	167136 	152123 	149500 	144117 	132595 	121347 	113800 	108284 
ICCS05012,NR,DK	45726 	50646 	56526 	57927 	63390 	62450 	66881 	58790 
ICCS05012,NR,EE	1662 	2072 	2132 	2718 	2792 	3196 	3027 	3321 
ICCS05012,NR,EL	24022 	22881 	25597 	28193 	27591 	24603 	18849 	17953 
ICCS05012,NR,ES	90747 	121779 	127444 	126425 	100780 	110231 	97852 	93920 
ICCS05012,NR,FI	5985 	6363 	5749 	6281 	6672 	6453 	6497 	5978 
ICCS05012,NR,FR	233541 	235619 	250432 	238088 	220049 	189947 	179408 	166250 
ICCS05012,NR,HR	4909 	4944 	5996 	5664 	4616 	4108 	2777 	2714 
ICCS05012,NR,HU	20291 	24126 	21606 	23739 	22534 	21979 	17625 	19239 
ICCS05012,NR,IS	402 	389 	382 	453 	613 	941 	968 	: 
ICCS05012,NR,IT	234726 	255886 	251422 	237355 	204891 	169163 	150843 	150761 
ICCS05012,NR,LI	102 	116 	92 	51 	90 	: 	193 	105 
ICCS05012,NR,LT	2999 	3342 	3265 	3526 	4081 	4905 	5799 	6076 
ICCS05012,NR,LU	2696 	3315 	2228 	1862 	2154 	1352 	1639 	1492 
ICCS05012,NR,LV	255 	432 	703 	731 	: 	800 	1809 	1717 
ICCS05012,NR,MK	: 	2881 	2639 	1987 	2160 	1610 	1612 	1346 
ICCS05012,NR,MT	712 	932 	777 	1004 	952 	890 	812 	788 
ICCS05012,NR,NL	85885 	93125 	110820 	112005 	108400 	102545 	94580 	91245 
ICCS05012,NR,NO	: 	5035 	5458 	5987 	5790 	7284 	9035 	8125 
ICCS05012,NR,PL	11415 	12563 	22881 	26825 	25544 	24123 	22194 	20892 
ICCS05012,NR,PT	16186 	19312 	22206 	25151 	28307 	26653 	26045 	29663 
ICCS05012,NR,RO	15115 	25592 	15085 	15292 	16311 	14197 	11574 	10285 
ICCS05012,NR,RS	5512 	6589 	7789 	6738 	6925 	5946 	6121 	6009 
ICCS05012,NR,SE	42493 	42337 	40654 	39552 	42847 	40562 	39700 	37870 
ICCS05012,NR,SI	3117 	3670 	3815 	2717 	2486 	2563 	2231 	2036 
ICCS05012,NR,SK	1924 	2708 	3226 	3163 	3024 	3495 	2330 	2118 
ICCS05012,NR,TR	: 	: 	: 	54179 	47532 	46493 	44244 	: 
ICCS05012,NR,UKC-L	193773 	196988 	211988 	227276 	245312 	258165 	268606 	284431 
ICCS05012,NR,UKM	: 	15166 	16334 	15656 	17375 	17657 	16727 	17223 
ICCS05012,NR,UKN	6101 	5713 	5804 	5868 	6957 	7116 	7524 	7041 
ICCS05012,NR,XK	4207 	5348 	6566 	3256 	3329 	2977 	2305 	2376 
ICCS05012,P_HTHAB,AL	: 	: 	: 	: 	34.57 	: 	23.77 	21.99 
ICCS05012,P_HTHAB,AT	180.92 	201.13 	195.79 	184.10 	186.46 	175.37 	236.57 	206.79 
ICCS05012,P_HTHAB,BA	: 	: 	: 	: 	: 	: 	95.55 	: 
ICCS05012,P_HTHAB,BE	590.66 	650.00 	676.25 	681.76 	636.66 	586.70 	645.92 	600.56 
ICCS05012,P_HTHAB,BG	61.55 	73.77 	87.80 	88.11 	88.99 	112.35 	106.64 	89.72 
ICCS05012,P_HTHAB,CH	308.29 	378.06 	414.63 	450.06 	361.94 	322.05 	338.89 	: 
ICCS05012,P_HTHAB,CY	160.80 	189.39 	206.15 	233.18 	233.52 	: 	: 	: 
ICCS05012,P_HTHAB,CZ	65.43 	84.44 	105.71 	92.50 	91.24 	96.45 	92.23 	88.08 
ICCS05012,P_HTHAB,DE	205.84 	188.35 	185.66 	179.41 	165.28 	148.34 	138.78 	131.70 
ICCS05012,P_HTHAB,DK	807.92 	900.02 	1008.92 	1038.02 	1139.98 	1128.33 	1213.49 	1073.63 
ICCS05012,P_HTHAB,EE	126.40 	157.47 	161.49 	205.10 	209.98 	239.71 	226.62 	248.12 
ICCS05012,P_HTHAB,EL	221.24 	209.40 	232.62 	254.30 	248.04 	221.26 	169.89 	160.55 
ICCS05012,P_HTHAB,ES	195.37 	261.82 	272.74 	270.03 	215.95 	237.12 	211.62 	205.65 
ICCS05012,P_HTHAB,FI	109.38 	116.73 	105.94 	116.29 	124.12 	120.58 	121.98 	112.78 
ICCS05012,P_HTHAB,FR	351.25 	357.31 	381.75 	364.73 	338.65 	293.77 	278.80 	259.74 
ICCS05012,P_HTHAB,HR	116.18 	116.42 	140.68 	132.46 	107.60 	95.47 	64.43 	62.94 
ICCS05012,P_HTHAB,HU	205.88 	244.26 	218.05 	239.02 	225.66 	219.48 	175.71 	191.52 
ICCS05012,P_HTHAB,IS	122.15 	119.45 	118.69 	141.75 	192.49 	296.26 	303.10 	: 
ICCS05012,P_HTHAB,IT	386.09 	420.99 	421.25 	399.63 	345.14 	285.80 	255.66 	257.04 
ICCS05012,P_HTHAB,LI	272.98 	312.42 	249.74 	139.82 	248.97 	: 	542.30 	296.98 
ICCS05012,P_HTHAB,LT	102.66 	113.54 	109.86 	117.39 	133.69 	156.11 	182.14 	189.13 
ICCS05012,P_HTHAB,LU	478.90 	603.08 	414.87 	354.77 	420.83 	269.29 	332.12 	308.39 
ICCS05012,P_HTHAB,LV	12.84 	21.58 	34.74 	35.75 	: 	37.73 	83.64 	78.34 
ICCS05012,P_HTHAB,MK	: 	139.46 	127.96 	96.47 	104.99 	78.43 	78.69 	65.81 
ICCS05012,P_HTHAB,MT	165.83 	219.10 	184.40 	240.45 	229.40 	214.96 	197.60 	193.22 
ICCS05012,P_HTHAB,NL	508.17 	553.35 	660.45 	669.47 	650.82 	618.67 	573.71 	556.19 
ICCS05012,P_HTHAB,NO	: 	98.57 	108.05 	120.08 	117.68 	149.93 	188.26 	171.52 
ICCS05012,P_HTHAB,PL	30.04 	33.04 	60.11 	70.47 	67.11 	63.44 	58.20 	54.81 
ICCS05012,P_HTHAB,PT	156.01 	185.21 	211.74 	238.57 	267.74 	252.07 	246.57 	281.08 
ICCS05012,P_HTHAB,RO	76.07 	128.30 	75.35 	76.09 	76.17 	66.15 	56.62 	49.84 
ICCS05012,P_HTHAB,RS	77.48 	92.20 	108.46 	93.37 	95.50 	81.38 	83.45 	81.58 
ICCS05012,P_HTHAB,SE	435.94 	438.96 	425.43 	417.09 	455.07 	434.25 	428.89 	412.40 
ICCS05012,P_HTHAB,SI	151.10 	178.06 	185.30 	132.18 	121.26 	125.21 	109.77 	101.28 
ICCS05012,P_HTHAB,SK	35.49 	50.00 	59.62 	58.53 	56.08 	64.84 	43.29 	39.40 
ICCS05012,P_HTHAB,TR	: 	: 	: 	72.51 	64.47 	64.07 	61.86 	: 
ICCS05012,P_HTHAB,UKC-L	335.99 	344.53 	373.49 	403.19 	438.59 	465.46 	488.03 	520.79 
ICCS05012,P_HTHAB,UKM	: 	284.14 	307.02 	295.05 	329.04 	336.54 	320.63 	332.11 
ICCS05012,P_HTHAB,UKN	330.30 	310.95 	317.74 	322.61 	384.46 	395.55 	421.23 	397.72 
ICCS05012,P_HTHAB,XK	: 	: 	: 	: 	185.54 	134.82 	105.70 	110.35 
ICCS0502,NR,AL	7187 	7961 	5255 	5344 	4621 	3978 	3577 	3596 
ICCS0502,NR,AT	136098 	144073 	148861 	146520 	144326 	150728 	170683 	174008 
ICCS0502,NR,BA	4874 	5931 	6477 	6675 	6737 	11362 	6740 	8180 
ICCS0502,NR,BE	186586 	208443 	224109 	237921 	242399 	228355 	249627 	245682 
ICCS0502,NR,BG	38315 	41246 	45256 	44462 	47323 	50479 	44278 	42553 
ICCS0502,NR,CH	146026 	162168 	184352 	200647 	189520 	161278 	134291 	120817 
ICCS0502,NR,CY	918 	966 	1245 	1550 	1687 	1670 	2912 	3191 
ICCS0502,NR,CZ	139092 	103708 	125573 	119367 	124274 	126311 	153139 	166085 
ICCS0502,NR,DE	1337196 	1309678 	1285767 	1267576 	1276065 	1219983 	1308687 	2052913 
